topBid,topAsk,sequence,time,side,size,price
6266.4,6266.41,7259019864,10/31/2018 04:03:30,buy,0.00231000,6266.40000000
6266.4,6266.41,7259020180,10/31/2018 04:03:38,sell,0.00373308,6266.41000000
6266.4,6266.41,7259020184,10/31/2018 04:03:38,sell,0.15645607,6266.41000000
6266.4,6266.41,7259020192,10/31/2018 04:03:39,sell,0.09161696,6266.41000000
6266.4,6266.41,7259020247,10/31/2018 04:03:41,sell,0.78555384,6266.41000000
6266.4,6266.41,7259020789,10/31/2018 04:03:51,buy,0.00231000,6266.40000000
6266.4,6266.41,7259020981,10/31/2018 04:03:57,sell,0.04693746,6266.41000000
6266.4,6266.41,7259021037,10/31/2018 04:03:58,sell,0.00158787,6266.41000000
6266.4,6266.41,7259021042,10/31/2018 04:03:58,buy,0.00637736,6266.40000000
6266.4,6266.41,7259021044,10/31/2018 04:03:58,buy,0.22282264,6266.40000000
6266.4,6266.41,7259021178,10/31/2018 04:04:01,sell,0.00151007,6266.41000000
6266.4,6266.41,7259021255,10/31/2018 04:04:02,sell,0.01587871,6266.41000000
6266.4,6266.41,7259021370,10/31/2018 04:04:05,sell,0.01115162,6266.41000000
6266.4,6266.41,7259021407,10/31/2018 04:04:06,sell,0.09161696,6266.41000000
6266.4,6266.41,7259021439,10/31/2018 04:04:07,sell,0.05726020,6266.41000000
6266.4,6266.41,7259021540,10/31/2018 04:04:11,buy,0.00231000,6266.40000000
6266.4,6266.41,7259021573,10/31/2018 04:04:12,sell,0.00285976,6266.41000000
6266.4,6266.41,7259021698,10/31/2018 04:04:15,sell,0.02748445,6266.41000000
6266.4,6266.41,7259021722,10/31/2018 04:04:17,sell,0.00762337,6266.41000000
6266.4,6266.41,7259022124,10/31/2018 04:04:22,sell,0.00524156,6266.41000000
6266.4,6266.41,7259022495,10/31/2018 04:04:31,buy,0.00231000,6266.40000000
6266.4,6266.41,7259022544,10/31/2018 04:04:33,buy,0.03207663,6266.40000000
6266.4,6266.41,7259022552,10/31/2018 04:04:33,buy,0.04811495,6266.40000000
6266.4,6266.41,7259022572,10/31/2018 04:04:33,sell,0.06871193,6266.41000000
6266.4,6266.41,7259022692,10/31/2018 04:04:36,sell,0.00293915,6266.41000000
6266.4,6266.41,7259022746,10/31/2018 04:04:38,sell,0.00984639,6266.41000000
6266.4,6266.41,7259022988,10/31/2018 04:04:45,sell,0.04895861,6266.41000000
6266.4,6266.41,7259023144,10/31/2018 04:04:51,buy,0.00231000,6266.40000000
6266.4,6266.41,7259023628,10/31/2018 04:05:02,sell,0.00238095,6266.41000000
6266.4,6266.41,7259023719,10/31/2018 04:05:04,sell,0.07375183,6266.41000000
6266.4,6266.41,7259023989,10/31/2018 04:05:11,buy,0.00231000,6266.40000000
6266.4,6266.41,7259024161,10/31/2018 04:05:15,sell,0.00524156,6266.41000000
6266.4,6266.41,7259024243,10/31/2018 04:05:17,sell,0.01143426,6266.41000000
6266.4,6266.41,7259024356,10/31/2018 04:05:22,sell,0.19697853,6266.41000000
6266.4,6266.41,7259024531,10/31/2018 04:05:31,buy,0.00231000,6266.40000000
6266.4,6266.41,7259024667,10/31/2018 04:05:35,sell,0.07791523,6266.41000000
6266.4,6266.41,7259024923,10/31/2018 04:05:40,sell,0.01984997,6266.41000000
6266.4,6266.41,7259024957,10/31/2018 04:05:40,sell,0.85577702,6266.41000000
6266.4,6266.41,7259024959,10/31/2018 04:05:40,sell,0.02315000,6266.41000000
6266.4,6266.41,7259024961,10/31/2018 04:05:40,sell,0.00100000,6266.41000000
6266.4,6266.41,7259024963,10/31/2018 04:05:40,sell,3.03147008,6266.41000000
6266.4,6266.41,7259025133,10/31/2018 04:05:41,buy,0.23576327,6266.40000000
6266.4,6266.41,7259025229,10/31/2018 04:05:42,sell,0.00371345,6266.41000000
6266.4,6266.41,7259025530,10/31/2018 04:05:48,buy,0.16840750,6266.40000000
6266.4,6266.41,7259025532,10/31/2018 04:05:48,buy,0.00100000,6266.40000000
6266.4,6266.41,7259025534,10/31/2018 04:05:48,buy,0.00100000,6266.40000000
6266.4,6266.41,7259025536,10/31/2018 04:05:48,buy,0.03191625,6266.40000000
6266.4,6266.41,7259025538,10/31/2018 04:05:48,buy,0.01600000,6266.38000000
6266.4,6266.41,7259025540,10/31/2018 04:05:48,buy,0.00100000,6266.24000000
6266.4,6266.41,7259025542,10/31/2018 04:05:48,buy,0.00787899,6266.00000000
6265.01,6266.41,7259025544,10/31/2018 04:05:48,buy,0.16653795,6265.01000000
6265.01,6266.41,7259025547,10/31/2018 04:05:48,buy,0.01246968,6265.01000000
6265.01,6266.41,7259026033,10/31/2018 04:05:52,sell,0.01526896,6265.02000000
6265.01,6265.02,7259026102,10/31/2018 04:05:52,sell,0.00143067,6265.02000000
6265.01,6265.02,7259026369,10/31/2018 04:05:58,sell,0.00762506,6265.02000000
6265.01,6265.02,7259026438,10/31/2018 04:06:00,buy,0.01587985,6265.01000000
6265.01,6265.02,7259026564,10/31/2018 04:06:05,sell,0.07636494,6265.02000000
6265.01,6265.02,7259026692,10/31/2018 04:06:07,sell,0.00131037,6265.02000000
6265.01,6265.02,7259026694,10/31/2018 04:06:07,sell,0.00396600,6265.02000000
6265.01,6265.02,7259026696,10/31/2018 04:06:07,sell,0.00156951,6265.02000000
6265.01,6265.02,7259026698,10/31/2018 04:06:07,sell,0.01345412,6265.02000000
6265.01,6265.02,7259026823,10/31/2018 04:06:09,sell,0.00969588,6265.02000000
6265.01,6265.02,7259026825,10/31/2018 04:06:09,sell,0.01168162,6265.02000000
6265.01,6265.02,7259026856,10/31/2018 04:06:10,sell,0.00444861,6265.02000000
6265.01,6265.02,7259027087,10/31/2018 04:06:14,buy,0.00160419,6265.01000000
6265.01,6265.02,7259027349,10/31/2018 04:06:19,buy,0.01386502,6265.01000000
6265.01,6265.02,7259027518,10/31/2018 04:06:23,sell,0.00762506,6265.02000000
6265.01,6265.02,7259027536,10/31/2018 04:06:24,sell,0.01175444,6265.02000000
6265.01,6265.02,7259027759,10/31/2018 04:06:27,sell,0.01680022,6265.02000000
6265.01,6265.02,7259028007,10/31/2018 04:06:31,sell,0.00214569,6265.02000000
6265.01,6265.02,7259028054,10/31/2018 04:06:31,buy,0.00231000,6265.01000000
6265.01,6265.02,7259028058,10/31/2018 04:06:31,sell,0.00278098,6265.02000000
6265.01,6265.02,7259028113,10/31/2018 04:06:32,sell,0.00890675,6265.02000000
6265.01,6265.02,7259028450,10/31/2018 04:06:35,sell,0.00101329,6265.02000000
6265.01,6265.02,7259028595,10/31/2018 04:06:38,sell,0.04352684,6265.02000000
6265.01,6265.02,7259028838,10/31/2018 04:06:43,sell,0.00631650,6265.02000000
6265.01,6265.02,7259028840,10/31/2018 04:06:43,sell,0.00971979,6265.02000000
6265.01,6265.02,7259028907,10/31/2018 04:06:44,sell,0.01159562,6265.02000000
6265.01,6265.02,7259029092,10/31/2018 04:06:47,sell,0.01104133,6265.02000000
6265.01,6265.02,7259029201,10/31/2018 04:06:48,sell,0.04647776,6265.02000000
6265.01,6265.02,7259029246,10/31/2018 04:06:50,sell,0.12519326,6265.02000000
6265.01,6265.02,7259029365,10/31/2018 04:06:51,buy,0.00231000,6265.01000000
6265.01,6265.02,7259029400,10/31/2018 04:06:53,sell,0.00326000,6265.02000000
6265.01,6265.02,7259029459,10/31/2018 04:06:56,buy,0.13912526,6265.01000000
6265.01,6265.02,7259029461,10/31/2018 04:06:56,buy,0.00378183,6265.01000000
6265.01,6265.02,7259029463,10/31/2018 04:06:56,buy,0.16188855,6265.01000000
6265.01,6265.02,7259030582,10/31/2018 04:07:06,sell,0.02315000,6265.02000000
6265.01,6265.02,7259030584,10/31/2018 04:07:06,sell,0.00100000,6265.02000000
6265.01,6265.02,7259030586,10/31/2018 04:07:06,sell,0.05221494,6265.02000000
6265.01,6265.02,7259030822,10/31/2018 04:07:08,sell,0.00984857,6265.02000000
6265.01,6265.02,7259031723,10/31/2018 04:07:31,buy,0.00231000,6265.01000000
6265.01,6265.02,7259031806,10/31/2018 04:07:35,sell,0.02176024,6265.02000000
6265.01,6265.02,7259031868,10/31/2018 04:07:37,sell,0.12078118,6265.02000000
6265.01,6265.02,7259031874,10/31/2018 04:07:38,sell,0.33142084,6265.02000000
6265.01,6265.02,7259031967,10/31/2018 04:07:42,sell,0.03912270,6265.02000000
6265.01,6265.02,7259032196,10/31/2018 04:07:44,sell,0.03580000,6265.02000000
6265.01,6265.02,7259032353,10/31/2018 04:07:46,buy,0.06352583,6265.01000000
6265.01,6265.02,7259032709,10/31/2018 04:07:51,sell,0.02334847,6265.02000000
6265.01,6265.02,7259032716,10/31/2018 04:07:51,sell,0.00326000,6265.02000000
6265.01,6265.02,7259032720,10/31/2018 04:07:51,buy,0.00231000,6265.01000000
6265.01,6265.02,7259033654,10/31/2018 04:08:02,sell,0.00873681,6265.02000000
6265.01,6265.02,7259034071,10/31/2018 04:08:07,sell,0.10690964,6265.02000000
6265.01,6265.02,7259034244,10/31/2018 04:08:08,sell,0.12000000,6265.02000000
6265.01,6265.02,7259034512,10/31/2018 04:08:11,buy,0.00231000,6265.01000000
6265.01,6265.02,7259034524,10/31/2018 04:08:11,sell,0.00341627,6265.02000000
6265.01,6265.02,7259034983,10/31/2018 04:08:17,sell,0.00293980,6265.02000000
6265.01,6265.02,7259035210,10/31/2018 04:08:25,sell,0.00143099,6265.02000000
6265.01,6265.02,7259035239,10/31/2018 04:08:26,sell,0.00143099,6265.02000000
6265.01,6265.02,7259035261,10/31/2018 04:08:27,sell,0.00143099,6265.02000000
6265.01,6265.02,7259035267,10/31/2018 04:08:27,buy,0.43041809,6265.01000000
6265.01,6265.02,7259035331,10/31/2018 04:08:27,sell,0.00143099,6265.02000000
6265.01,6265.02,7259035363,10/31/2018 04:08:28,sell,0.00762506,6265.02000000
6265.01,6265.02,7259035516,10/31/2018 04:08:30,buy,0.00231000,6265.01000000
6265.01,6265.02,7259035614,10/31/2018 04:08:33,buy,0.01269000,6265.01000000
6265.01,6265.02,7259035616,10/31/2018 04:08:33,buy,0.00447481,6265.01000000
6265.01,6265.02,7259035723,10/31/2018 04:08:37,buy,0.06052519,6265.01000000
6265.01,6265.02,7259035725,10/31/2018 04:08:37,buy,0.01500000,6265.01000000
6265.01,6265.02,7259035727,10/31/2018 04:08:37,buy,0.14844120,6265.00000000
6265.01,6265.02,7259035729,10/31/2018 04:08:37,buy,0.02963361,6265.00000000
6265,6265.01,7259035938,10/31/2018 04:08:39,buy,0.00229039,6265.00000000
6265,6265.01,7259035940,10/31/2018 04:08:39,buy,0.00159617,6265.00000000
6265,6265.01,7259035942,10/31/2018 04:08:39,buy,0.17625628,6264.67000000
6264.67,6264.68,7259036405,10/31/2018 04:08:42,buy,0.04259076,6264.67000000
6264.67,6264.68,7259036407,10/31/2018 04:08:42,buy,0.01500000,6264.67000000
6264.12,6264.67,7259036515,10/31/2018 04:08:42,buy,0.00100000,6264.12000000
6264.03,6264.12,7259036618,10/31/2018 04:08:42,buy,0.00100000,6264.03000000
6263.74,6264.03,7259036826,10/31/2018 04:08:42,buy,0.00150000,6263.74000000
6263.68,6263.75,7259036831,10/31/2018 04:08:43,buy,0.00100000,6263.68000000
6262.69,6263.75,7259036954,10/31/2018 04:08:43,buy,0.01000000,6262.69000000
6262.69,6263.75,7259036956,10/31/2018 04:08:43,buy,0.03000000,6262.69000000
6262.69,6263.75,7259036958,10/31/2018 04:08:43,buy,0.00324264,6262.69000000
6262.69,6263.75,7259036960,10/31/2018 04:08:43,buy,3.00000000,6262.67000000
6262.52,6262.7,7259036970,10/31/2018 04:08:43,buy,0.00100000,6262.52000000
6261.31,6262.7,7259037463,10/31/2018 04:08:46,sell,0.15649079,6261.32000000
6261.31,6261.32,7259037910,10/31/2018 04:08:51,buy,0.00231000,6261.31000000
6261.31,6261.32,7259037997,10/31/2018 04:08:53,sell,0.07829163,6261.32000000
6261.31,6261.32,7259038119,10/31/2018 04:08:55,buy,0.19748746,6261.31000000
6261.31,6261.32,7259038302,10/31/2018 04:09:02,buy,2.00000000,6261.31000000
6261.31,6261.32,7259038305,10/31/2018 04:09:02,buy,0.00159617,6261.31000000
6261.31,6261.32,7259038335,10/31/2018 04:09:03,sell,0.00762956,6261.32000000
6261.31,6261.32,7259038341,10/31/2018 04:09:04,sell,0.00407881,6261.32000000
6261.31,6261.32,7259038343,10/31/2018 04:09:04,sell,0.00275617,6261.32000000
6261.31,6261.32,7259038361,10/31/2018 04:09:05,sell,0.01581216,6261.32000000
6261.31,6261.32,7259038373,10/31/2018 04:09:05,sell,0.00167021,6261.32000000
6261.31,6261.32,7259038413,10/31/2018 04:09:06,buy,1.45563478,6261.31000000
6261.31,6261.32,7259038575,10/31/2018 04:09:08,sell,0.00291146,6261.32000000
6261.31,6261.32,7259038577,10/31/2018 04:09:08,sell,0.01000000,6261.32000000
6261.31,6261.32,7259038579,10/31/2018 04:09:08,sell,0.07479592,6261.33000000
6261.31,6261.33,7259039074,10/31/2018 04:09:18,sell,0.00248989,6261.33000000
6261.32,6261.33,7259039083,10/31/2018 04:09:18,sell,0.01111492,6261.33000000
6261.32,6261.33,7259039194,10/31/2018 04:09:21,sell,0.00294153,6261.33000000
6261.32,6261.33,7259039468,10/31/2018 04:09:25,sell,0.00445123,6261.33000000
6261.32,6261.33,7259039486,10/31/2018 04:09:26,sell,0.00143183,6261.33000000
6261.32,6261.33,7259039647,10/31/2018 04:09:31,buy,0.00231000,6261.32000000
6261.32,6261.33,7259039694,10/31/2018 04:09:33,sell,0.00762955,6261.33000000
6261.32,6261.33,7259039940,10/31/2018 04:09:40,sell,0.03056429,6261.33000000
6261.32,6261.33,7259039975,10/31/2018 04:09:41,sell,0.00905980,6261.33000000
6261.32,6261.33,7259040178,10/31/2018 04:09:51,buy,0.00882823,6261.32000000
6261.32,6261.33,7259040192,10/31/2018 04:09:51,buy,0.00231000,6261.32000000
6261.32,6261.33,7259040200,10/31/2018 04:09:51,buy,0.00232584,6261.32000000
6261.32,6261.33,7259040244,10/31/2018 04:09:54,sell,0.04355249,6261.33000000
6261.32,6261.33,7259040309,10/31/2018 04:09:57,sell,0.07829151,6261.33000000
6261.32,6261.33,7259040321,10/31/2018 04:09:57,buy,0.00833348,6261.32000000
6261.32,6261.33,7259040326,10/31/2018 04:09:58,sell,0.03130802,6261.33000000
6261.32,6261.33,7259040368,10/31/2018 04:09:59,sell,0.00109082,6261.33000000
6261.32,6261.33,7259040451,10/31/2018 04:10:04,sell,0.01197150,6261.33000000
6261.32,6261.33,7259040604,10/31/2018 04:10:10,sell,0.07829151,6261.33000000
6261.32,6261.33,7259040618,10/31/2018 04:10:11,buy,0.00231000,6261.32000000
6261.32,6261.33,7259040661,10/31/2018 04:10:13,buy,0.11235931,6261.32000000
6261.32,6261.33,7259040671,10/31/2018 04:10:13,buy,0.19850423,6261.32000000
6261.32,6261.33,7259040852,10/31/2018 04:10:18,sell,0.08023028,6261.33000000
6261.32,6261.33,7259040972,10/31/2018 04:10:20,sell,0.23278491,6261.33000000
6261.32,6261.33,7259040974,10/31/2018 04:10:20,sell,0.02315000,6261.33000000
6261.32,6262.2,7259040976,10/31/2018 04:10:20,sell,0.00100000,6262.20000000
6261.32,6262.2,7259040978,10/31/2018 04:10:20,sell,0.01813897,6262.88000000
6261.32,6262.88,7259041026,10/31/2018 04:10:20,sell,0.01600000,6263.00000000
6261.32,6262.88,7259041028,10/31/2018 04:10:20,sell,0.00100000,6263.13000000
6261.32,6262.88,7259041030,10/31/2018 04:10:20,sell,0.08300000,6264.70000000
6262.88,6264.7,7259045754,10/31/2018 04:10:36,sell,0.01681012,6263.71000000
6263.7,6263.71,7259045800,10/31/2018 04:10:36,buy,0.02308929,6263.70000000
6263.7,6263.71,7259045844,10/31/2018 04:10:37,sell,0.00800000,6263.71000000
6263.7,6263.71,7259046114,10/31/2018 04:10:44,sell,0.07918988,6263.71000000
6263.7,6263.71,7259046116,10/31/2018 04:10:44,sell,0.01000000,6263.71000000
6263.7,6263.71,7259046118,10/31/2018 04:10:44,sell,0.00130523,6263.71000000
6263.7,6263.71,7259046120,10/31/2018 04:10:44,sell,0.10043911,6264.12000000
6263.7,6264.12,7259046773,10/31/2018 04:10:47,sell,0.03744059,6264.09000000
6263.99,6264.09,7259046858,10/31/2018 04:10:48,sell,0.01527555,6264.09000000
6264.02,6264.09,7259047180,10/31/2018 04:10:50,sell,0.06110377,6264.06000000
6264.05,6264.06,7259047561,10/31/2018 04:10:51,buy,0.00231000,6264.05000000
6264.05,6264.06,7259048160,10/31/2018 04:10:54,sell,0.05411506,6264.06000000
6264.05,6264.06,7259048555,10/31/2018 04:10:55,sell,0.00373437,6264.06000000
6264.05,6264.06,7259048992,10/31/2018 04:10:57,sell,0.01541057,6264.06000000
6264.05,6264.06,7259049833,10/31/2018 04:11:03,sell,0.01382125,6264.06000000
6264.05,6264.06,7259049875,10/31/2018 04:11:05,sell,0.15275169,6264.06000000
6264.05,6264.06,7259049938,10/31/2018 04:11:05,buy,0.28230000,6264.05000000
6264.05,6264.06,7259050121,10/31/2018 04:11:07,sell,0.02315000,6264.06000000
6264.05,6264.06,7259050123,10/31/2018 04:11:07,sell,0.08224951,6264.06000000
6264.05,6264.06,7259050283,10/31/2018 04:11:09,buy,0.04338180,6264.06000000
6264.06,6264.11,7259050598,10/31/2018 04:11:13,sell,0.00294023,6264.11000000
6264.1,6264.11,7259050798,10/31/2018 04:11:15,sell,0.00373445,6264.11000000
6264.1,6264.11,7259050803,10/31/2018 04:11:15,sell,0.01647532,6264.11000000
6264.1,6264.11,7259050805,10/31/2018 04:11:15,sell,0.01529375,6264.11000000
6264.1,6264.11,7259052505,10/31/2018 04:11:20,sell,0.00100000,6264.15000000
6264.14,6264.15,7259052507,10/31/2018 04:11:20,sell,0.11738110,6264.15000000
6264.14,6264.15,7259052635,10/31/2018 04:11:20,buy,0.01717664,6264.14000000
6264.14,6264.57,7259054397,10/31/2018 04:11:25,sell,0.00100000,6264.60000000
6264.59,6264.6,7259054399,10/31/2018 04:11:25,sell,0.00054873,6264.60000000
6264.59,6264.6,7259055742,10/31/2018 04:11:28,sell,0.03055054,6264.97000000
6264.88,6264.97,7259055881,10/31/2018 04:11:30,sell,0.00325790,6264.96000000
6264.92,6264.96,7259055945,10/31/2018 04:11:30,sell,0.01493579,6264.96000000
6264.95,6264.96,7259056014,10/31/2018 04:11:30,buy,0.00100000,6264.96000000
6264.95,6265.03,7259056075,10/31/2018 04:11:31,sell,0.00444923,6264.96000000
6264.94,6264.96,7259056114,10/31/2018 04:11:31,sell,0.00826149,6264.96000000
6264.95,6264.96,7259057005,10/31/2018 04:11:35,sell,0.01488851,6264.96000000
6264.95,6264.96,7259057007,10/31/2018 04:11:35,sell,0.29031027,6264.96000000
6264.95,6264.96,7259057240,10/31/2018 04:11:36,buy,0.01050000,6264.96000000
6264.96,6265.03,7259057879,10/31/2018 04:11:38,buy,0.00100000,6264.96000000
6264.95,6265.03,7259058353,10/31/2018 04:11:39,sell,0.00100000,6265.04000000
6264.95,6265.03,7259058355,10/31/2018 04:11:39,sell,0.00100499,6265.04000000
6264.95,6265.03,7259058357,10/31/2018 04:11:39,sell,0.15961590,6265.04000000
6264.95,6265.03,7259058359,10/31/2018 04:11:39,sell,0.00100000,6265.46000000
6264.95,6265.03,7259058361,10/31/2018 04:11:39,sell,1.83737911,6265.60000000
6265.03,6265.6,7259060513,10/31/2018 04:11:45,sell,0.00603682,6265.21000000
6265.18,6265.21,7259061305,10/31/2018 04:11:47,sell,0.00100000,6265.31000000
6265.18,6265.21,7259061307,10/31/2018 04:11:47,sell,0.00273395,6265.31000000
6265.3,6265.31,7259061545,10/31/2018 04:11:48,sell,0.04840002,6265.31000000
6265.3,6265.31,7259062407,10/31/2018 04:11:50,sell,0.01527230,6265.31000000
6265.3,6265.31,7259062913,10/31/2018 04:11:55,sell,0.00762458,6265.31000000
6265.3,6265.31,7259063532,10/31/2018 04:11:57,sell,0.01552542,6265.31000000
6265.3,6265.48,7259063534,10/31/2018 04:11:57,sell,0.00100000,6265.48000000
6265.3,6265.48,7259063536,10/31/2018 04:11:57,sell,0.03041946,6265.71000000
6265.3,6265.71,7259065098,10/31/2018 04:12:02,sell,0.00208276,6265.71000000
6265.7,6265.71,7259065613,10/31/2018 04:12:05,sell,0.02290601,6265.71000000
6265.7,6265.71,7259066565,10/31/2018 04:12:12,sell,0.00762422,6265.71000000
6265.7,6265.71,7259067228,10/31/2018 04:12:16,sell,0.00762422,6265.71000000
6265.7,6265.71,7259070012,10/31/2018 04:12:26,buy,0.00254900,6265.70000000
6265.7,6265.71,7259070014,10/31/2018 04:12:26,buy,0.02870836,6265.70000000
6265.7,6265.71,7259070264,10/31/2018 04:12:31,buy,0.00231000,6265.70000000
6265.7,6265.71,7259070329,10/31/2018 04:12:32,sell,0.02016980,6265.71000000
6265.7,6265.71,7259070405,10/31/2018 04:12:33,sell,0.00762422,6265.71000000
6265.7,6265.71,7259070423,10/31/2018 04:12:34,sell,0.00444812,6265.71000000
6265.7,6265.71,7259070599,10/31/2018 04:12:41,sell,0.00373350,6265.71000000
6265.7,6265.71,7259070661,10/31/2018 04:12:44,sell,0.00143083,6265.71000000
6265.7,6265.71,7259070768,10/31/2018 04:12:50,buy,0.00231000,6265.70000000
6265.7,6265.71,7259071023,10/31/2018 04:12:59,buy,0.25019841,6265.70000000
6265.7,6265.71,7259071174,10/31/2018 04:13:04,sell,0.32459530,6265.71000000
6265.7,6265.71,7259071257,10/31/2018 04:13:05,sell,0.00357470,6265.71000000
6265.7,6265.71,7259071315,10/31/2018 04:13:06,sell,0.01221685,6265.71000000
6265.7,6265.71,7259071325,10/31/2018 04:13:07,sell,0.08017420,6265.71000000
6265.7,6265.71,7259071484,10/31/2018 04:13:10,sell,0.02164001,6265.71000000
6265.7,6265.71,7259071488,10/31/2018 04:13:11,sell,0.01815400,6265.71000000
6265.7,6265.71,7259071500,10/31/2018 04:13:11,buy,0.00231000,6265.70000000
6265.7,6265.71,7259071645,10/31/2018 04:13:16,sell,0.04773644,6265.71000000
6265.7,6265.71,7259071691,10/31/2018 04:13:18,sell,0.01540565,6265.71000000
6265.7,6265.71,7259071707,10/31/2018 04:13:18,sell,0.00200000,6265.71000000
6265.7,6265.71,7259071795,10/31/2018 04:13:21,buy,0.04450000,6265.70000000
6265.7,6265.71,7259071836,10/31/2018 04:13:22,sell,0.00762422,6265.71000000
6265.7,6265.71,7259071871,10/31/2018 04:13:24,sell,0.01081971,6265.71000000
6265.7,6265.71,7259071979,10/31/2018 04:13:31,sell,0.02366986,6265.71000000
6265.7,6265.71,7259072004,10/31/2018 04:13:31,buy,0.00231000,6265.70000000
6265.7,6265.71,7259072092,10/31/2018 04:13:35,sell,0.03049688,6265.71000000
6265.7,6265.71,7259072156,10/31/2018 04:13:41,sell,0.22100000,6265.71000000
6265.7,6265.71,7259072169,10/31/2018 04:13:41,sell,0.00246306,6265.71000000
6265.7,6265.71,7259072754,10/31/2018 04:13:46,sell,0.00111322,6265.71000000
6265.7,6265.71,7259072867,10/31/2018 04:13:48,sell,0.00905346,6265.71000000
6265.7,6265.71,7259072892,10/31/2018 04:13:49,sell,0.01527067,6265.71000000
6265.7,6265.71,7259073114,10/31/2018 04:13:51,buy,0.00231000,6265.70000000
6265.7,6265.71,7259073410,10/31/2018 04:13:52,sell,0.02334589,6265.71000000
6265.7,6265.71,7259074395,10/31/2018 04:13:54,sell,0.02687771,6265.71000000
6265.7,6265.71,7259074408,10/31/2018 04:13:54,sell,0.00337178,6265.71000000
6265.7,6265.71,7259074446,10/31/2018 04:13:54,sell,0.00476573,6265.71000000
6265.7,6265.71,7259074993,10/31/2018 04:13:56,sell,0.05007116,6265.71000000
6265.7,6265.71,7259075582,10/31/2018 04:13:58,sell,0.00762422,6265.71000000
6265.7,6265.71,7259075754,10/31/2018 04:13:59,sell,0.00603617,6265.71000000
6265.7,6265.71,7259075811,10/31/2018 04:14:00,sell,0.00762422,6265.71000000
6265.7,6265.71,7259075907,10/31/2018 04:14:03,buy,0.02344966,6265.70000000
6265.7,6265.71,7259076059,10/31/2018 04:14:04,buy,0.16842115,6265.70000000
6265.7,6265.71,7259076284,10/31/2018 04:14:04,buy,0.00636832,6265.70000000
6265.7,6265.71,7259078295,10/31/2018 04:14:11,buy,0.00231000,6265.70000000
6265.7,6265.71,7259078638,10/31/2018 04:14:12,sell,0.04886742,6265.71000000
6265.7,6265.71,7259081566,10/31/2018 04:14:25,sell,0.00603617,6265.71000000
6265.7,6265.71,7259083207,10/31/2018 04:14:31,buy,0.00231000,6265.70000000
6265.7,6265.71,7259083446,10/31/2018 04:14:32,sell,0.01221685,6265.71000000
6265.7,6265.71,7259085122,10/31/2018 04:14:42,sell,0.03054293,6265.71000000
6265.7,6265.71,7259085139,10/31/2018 04:14:43,sell,0.00745747,6265.71000000
6265.7,6265.71,7259085233,10/31/2018 04:14:44,sell,0.00293948,6265.71000000
6265.7,6265.71,7259086760,10/31/2018 04:14:51,buy,0.00231000,6265.70000000
6265.7,6265.71,7259087387,10/31/2018 04:14:55,sell,0.01143553,6265.71000000
6265.7,6265.71,7259087403,10/31/2018 04:14:56,sell,0.10689787,6265.71000000
6265.7,6265.71,7259088451,10/31/2018 04:15:02,sell,0.01527067,6265.71000000
6265.7,6265.71,7259088642,10/31/2018 04:15:04,sell,0.04694270,6265.71000000
6265.7,6265.71,7259089228,10/31/2018 04:15:07,sell,0.08765708,6265.71000000
6265.7,6265.71,7259089483,10/31/2018 04:15:11,buy,0.00231000,6265.70000000
6265.7,6265.71,7259090882,10/31/2018 04:15:17,sell,0.07635653,6265.71000000
6265.7,6265.71,7259092211,10/31/2018 04:15:23,sell,0.05207527,6265.71000000
6265.7,6265.71,7259093009,10/31/2018 04:15:27,sell,0.00293948,6265.71000000
6265.7,6265.71,7259093416,10/31/2018 04:15:31,buy,0.00231000,6265.70000000
6265.7,6265.71,7259093921,10/31/2018 04:15:33,buy,0.27690000,6265.70000000
6265.7,6265.71,7259094009,10/31/2018 04:15:36,sell,0.01040330,6265.71000000
6265.7,6265.71,7259094308,10/31/2018 04:15:38,buy,0.04010027,6265.70000000
6265.7,6265.71,7259094424,10/31/2018 04:15:38,sell,0.00905346,6265.71000000
6265.7,6265.71,7259094577,10/31/2018 04:15:39,sell,0.07823678,6265.71000000
6265.7,6265.71,7259094907,10/31/2018 04:15:42,buy,0.05144508,6265.70000000
6265.7,6265.71,7259094909,10/31/2018 04:15:42,buy,0.00855455,6265.70000000
6265.7,6265.71,7259097830,10/31/2018 04:15:51,buy,0.00231000,6265.70000000
6265.7,6265.71,7259099239,10/31/2018 04:16:04,sell,0.00151023,6265.71000000
6265.7,6265.71,7259099613,10/31/2018 04:16:05,sell,0.00782431,6265.71000000
6265.7,6265.71,7259099738,10/31/2018 04:16:05,sell,0.00461136,6265.71000000
6265.7,6265.71,7259099740,10/31/2018 04:16:05,sell,0.00031318,6265.71000000
6265.7,6265.71,7259100541,10/31/2018 04:16:11,buy,0.00228000,6265.70000000
6265.7,6265.71,7259100588,10/31/2018 04:16:13,sell,0.01679837,6265.71000000
6265.7,6265.71,7259101353,10/31/2018 04:16:16,sell,0.00762422,6265.71000000
6265.7,6265.71,7259101589,10/31/2018 04:16:17,buy,0.24060164,6265.70000000
6265.7,6265.71,7259101921,10/31/2018 04:16:19,sell,0.15647355,6265.71000000
6265.7,6265.71,7259102500,10/31/2018 04:16:23,sell,0.00762422,6265.71000000
6265.7,6265.71,7259103266,10/31/2018 04:16:25,sell,0.00524215,6265.71000000
6265.7,6265.71,7259103800,10/31/2018 04:16:31,buy,0.00231000,6265.70000000
