topBid,topAsk,bidVol,askVol
6331.18,6331.19,0.39477964,18.23855139
6331.18,6331.19,0.38477964,18.23855139
6331.18,6331.19,0.39477964,18.23855139
6331.18,6331.19,0.40477964,18.23855139
6331.18,6331.19,0.41477964,18.23855139
6331.18,6331.19,0.42477964,18.23855139
6331.18,6331.19,0.43477964,18.23855139
6331.18,6331.19,0.46477964,18.23855139
6331.18,6331.19,0.46636544,18.23855139
6331.18,6331.19,0.46636544,18.22849143
6331.18,6331.19,0.46636544,18.22849143
6331.18,6331.19,0.46636544,18.02718057
6331.18,6331.19,0.46636544,18.02718057
6331.18,6331.19,0.46636544,10.52718057
6331.18,6331.19,0.46636544,18.02718057
6331.18,6331.19,0.46636544,10.52718057
6331.18,6331.19,0.46636544,18.02718057
6331.18,6331.19,0.45636544,18.02718057
6331.18,6331.19,0.46636544,18.02718057
6331.18,6331.19,0.36636544,18.02718057
6331.18,6331.19,0.36636544,11.45251408
6331.18,6331.19,0.36636544,11.44304824
6331.18,6331.19,0.36636544,11.44304824
6331.18,6331.19,0.33636544,11.44304824
6331.18,6331.19,0.32636544,11.44304824
6331.18,6331.19,0.33636544,11.44304824
6331.18,6331.19,0.36636544,11.44304824
6331.18,6331.19,0.35636544,11.44304824
6331.18,6331.19,0.34636544,11.44304824
6331.18,6331.19,0.33636544,11.44304824
6331.18,6331.19,0.32636544,11.44304824
6331.18,6331.19,0.31636544,11.44304824
6331.18,6331.19,0.28636544,11.44304824
6331.18,6331.19,0.29636544,11.44304824
6331.18,6331.19,0.30636544,11.44304824
6331.18,6331.19,0.31636544,11.44304824
6331.18,6331.19,0.33636544,11.44304824
6331.18,6331.19,0.34636544,11.44304824
6331.18,6331.19,0.36636544,11.44304824
6331.18,6331.19,0.36636544,3.94304824
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,7.50951408
6331.18,6331.19,0.36636544,0.00951408
6331.18,6331.19,0.36636544,0.001
6331.18,6331.19,0.36636544,0
6331.18,6331.3,0.36636544,0
6331.18,6331.3,0.36636544,0.15357853
6331.18,6331.3,0.36636544,0.15357853
6331.18,6331.3,0.36636544,0
6331.18,6331.3,0.36636544,7.5
6331.18,6331.3,0.36636544,0
6331.18,6331.3,0.35636544,0
6331.18,6331.3,0.34636544,0
6331.2,6331.63,0.34636544,0
6331.2,6331.63,0.00523695,0
6331.2,6331.63,0.0015858,0
6331.2,6331.63,0.0015858,0
6331.2,6331.63,0,0
6331.18,6331.63,0,0
6331.18,6331.63,0.06,0
6331.18,6331.63,0.05,0
6331.18,6331.63,0.03,0
6331.18,6331.63,0.02,0
6331.18,6331.63,0.02,0
6331.18,6331.63,0,0
6331,6331.63,0,0
6331,6331.63,0,7.65893721
6331,6331.63,0,7.501
6331,6331.63,0,0.001
6331,6331.01,0,0.001
6331,6331.01,0.4737244,0.001
6331,6331.01,0.4737244,0.001
6331,6331.01,0.4737244,0.09620537
6331,6331.01,0.4737244,0
6331,6331.01,0.4737244,7.5
6331,6331.01,0.4737244,0
6331,6331.01,0.4737244,7.5
6331,6331.01,0.4737244,0
6331,6331.01,0.4737244,7.5
6331,6331.01,0.4737244,0
6331,6331.01,0.4737244,7.5
6331,6331.01,0.4737244,0
6331,6331.01,0.4737244,7.5
6331,6331.01,0.4737244,0
6331,6331.01,0.4737244,7.5
6331,6331.01,0.4737244,0
6331,6331.07,0.4737244,0
6331,6331.07,0.4737244,7.49111703
6331,6331.07,0.4737244,7.49111703
6331,6331.07,0.4737244,7.49270283
6331,6331.07,0.4737244,7.45333315
6331,6331.07,0.4737244,7.45333315
6331,6331.07,0.4737244,7.1283922
6331,6331.07,0.4737244,7.1283922
6331,6331.07,0.4737244,7.12697627
6331,6331.07,0.4737244,7.12697627
6331,6331.07,0.4737244,7.12383296
6331,6331.07,0.4737244,7.12383296
6331,6331.07,0.4737244,7.11597469
6331,6331.07,0.4737244,7.11597469
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.8587244,7.5015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.8587244,0.0015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.4737244,7.5015858
6331,6331.07,0.4737244,0.0015858
6331,6331.07,0.45261268,0.0015858
6331,6331.07,0.45261268,0.0015858
6331,6331.07,0.45261268,7.5015858
6331,6331.07,0.45261268,0.0015858
6331,6331.07,0.45261268,7.5015858
6331,6331.07,0.45261268,0.0015858
6331,6331.07,0.45261268,7.5015858
6331,6331.07,0.45261268,0.0015858
6331,6331.07,0.83761268,0.0015858
6331,6331.07,0.45261268,0.0015858
6331,6331.07,0.45261268,7.5015858
6331,6331.07,0.45261268,0.0015858
6331,6331.07,0.83761268,0.0015858
