topBid,topAsk,bidVol,askVol
2018-11-07T03:48:53.0000000,6509.83,6509.84,8.09351076,14.41286132
2018-11-07T03:48:53.0000000,6509.83,6509.84,5.59351076,14.41286132
2018-11-07T03:48:54.0000000,6509.83,6509.84,5.37651076,14.41286132
2018-11-07T03:48:54.0000000,6509.83,6509.84,5.37651076,14.41286132
2018-11-07T03:48:55.0000000,6509.83,6509.84,5.37651076,13.41286132
2018-11-07T03:48:55.0000000,6509.83,6509.84,5.37651076,14.41286132
2018-11-07T03:49:00.0000000,6509.83,6509.84,7.87651076,14.41286132
2018-11-07T03:49:00.0000000,6509.83,6509.84,7.87651076,13.41286132
2018-11-07T03:49:00.0000000,6509.83,6509.84,8.87651076,13.41286132
2018-11-07T03:49:00.0000000,6509.83,6509.84,8.87651076,13.3834638
2018-11-07T03:49:00.0000000,6509.83,6509.84,8.87651076,13.3834638
2018-11-07T03:49:00.0000000,6509.83,6509.84,8.87651076,11.59222688
2018-11-07T03:49:01.0000000,6509.83,6509.84,8.87651076,9.60622688
2018-11-07T03:49:01.0000000,6509.83,6509.84,16.37651076,9.60622688
2018-11-07T03:49:01.0000000,6509.83,6509.84,16.37651076,9.60112388
2018-11-07T03:49:02.0000000,6509.83,6509.84,16.37651076,8.60112388
2018-11-07T03:49:03.0000000,6509.83,6509.84,16.37651076,9.60112388
2018-11-07T03:49:03.0000000,6509.83,6509.84,16.37651076,9.59951743
2018-11-07T03:49:03.0000000,6509.83,6509.84,16.37651076,9.59951743
2018-11-07T03:49:05.0000000,6509.83,6509.84,16.37651076,9.59684104
2018-11-07T03:49:05.0000000,6509.83,6509.84,16.37651076,9.59684104
2018-11-07T03:49:05.0000000,6509.83,6509.84,16.37651076,8.59684104
2018-11-07T03:49:07.0000000,6509.83,6509.84,16.37651076,9.59684104
2018-11-07T03:49:07.0000000,6509.83,6509.84,16.37651076,8.59684104
2018-11-07T03:49:07.0000000,6509.83,6509.84,16.37651076,8.57260574
2018-11-07T03:49:07.0000000,6509.83,6509.84,16.37651076,8.53556574
2018-11-07T03:49:07.0000000,6509.83,6509.84,16.37651076,8.53556574
2018-11-07T03:49:07.0000000,6509.83,6509.84,16.37651076,8.52334801
2018-11-07T03:49:07.0000000,6509.83,6509.84,16.37651076,8.52334801
2018-11-07T03:49:07.0000000,6509.83,6509.84,16.37651076,8.51915975
2018-11-07T03:49:07.0000000,6509.83,6509.84,16.37651076,8.51915975
2018-11-07T03:49:08.0000000,6509.83,6509.84,16.86651076,8.51915975
2018-11-07T03:49:09.0000000,6509.83,6509.84,16.73528285,8.51915975
2018-11-07T03:49:09.0000000,6509.83,6509.84,16.73528285,8.51915975
2018-11-07T03:49:09.0000000,6509.83,6509.84,16.24528285,8.51915975
2018-11-07T03:49:09.0000000,6509.83,6509.84,16.23221117,8.51915975
2018-11-07T03:49:09.0000000,6509.83,6509.84,16.23221117,8.51915975
2018-11-07T03:49:10.0000000,6509.83,6509.84,16.23221117,8.51304425
2018-11-07T03:49:10.0000000,6509.83,6509.84,16.23221117,8.51304425
2018-11-07T03:49:10.0000000,6509.83,6509.84,16.23221117,8.55008425
2018-11-07T03:49:11.0000000,6509.83,6509.84,16.23221117,8.53466825
2018-11-07T03:49:11.0000000,6509.83,6509.84,16.23221117,8.53466825
2018-11-07T03:49:12.0000000,6509.83,6509.84,15.23221117,8.53466825
2018-11-07T03:49:12.0000000,6509.83,6509.84,15.23221117,9.53466825
2018-11-07T03:49:12.0000000,6509.83,6509.84,7.73221117,9.53466825
2018-11-07T03:49:12.0000000,6509.83,6509.84,7.73221117,11.52066825
2018-11-07T03:49:13.0000000,6509.83,6509.84,7.73221117,12.52066825
2018-11-07T03:49:13.0000000,6509.83,6509.84,7.73221117,11.52066825
2018-11-07T03:49:13.0000000,6509.83,6509.84,8.73221117,11.52066825
2018-11-07T03:49:13.0000000,6509.83,6509.84,8.73221117,9.53466825
2018-11-07T03:49:13.0000000,6509.83,6509.84,16.23221117,9.53466825
2018-11-07T03:49:14.0000000,6509.83,6509.84,16.23221117,8.53466825
2018-11-07T03:49:14.0000000,6509.83,6509.84,16.23221117,8.47563147
2018-11-07T03:49:14.0000000,6509.83,6509.84,16.23221117,8.47563147
2018-11-07T03:49:14.0000000,6509.83,6509.84,18.23221117,8.47563147
