
topBid,topAsk,bidVol,askVol
2018-11-08T04:09:37.0000000,6447.56,6447.57,25.56993081,3.29437459
2018-11-08T04:09:37.0000000,6447.56,6447.57,33.06993081,3.29437459
2018-11-08T04:09:37.0000000,6447.56,6447.57,35.06993081,3.29437459
2018-11-08T04:09:37.0000000,6447.56,6447.57,27.56993081,3.29437459
2018-11-08T04:09:37.0000000,6447.56,6447.57,35.06993081,3.29437459
2018-11-08T04:09:39.0000000,6447.56,6447.57,35.06993081,3.22437459
2018-11-08T04:09:39.0000000,6447.56,6447.57,35.50993081,3.22437459
2018-11-08T04:09:39.0000000,6447.56,6447.57,35.06993081,3.22437459
2018-11-08T04:09:39.0000000,6447.56,6447.57,35.50993081,3.22437459
2018-11-08T04:09:39.0000000,6447.56,6447.57,35.06993081,3.22437459
2018-11-08T04:09:39.0000000,6447.56,6447.57,35.06993081,3.29437459
2018-11-08T04:09:39.0000000,6447.56,6447.57,35.06993081,3.27656542
2018-11-08T04:09:39.0000000,6447.56,6447.57,35.06993081,3.27656542
2018-11-08T04:09:41.0000000,6447.56,6447.57,35.06623081,3.27656542
2018-11-08T04:09:41.0000000,6447.56,6447.57,35.06623081,3.27656542
2018-11-08T04:09:42.0000000,6447.56,6447.57,35.06345081,3.27656542
2018-11-08T04:09:42.0000000,6447.56,6447.57,35.06345081,3.27656542
2018-11-08T04:09:42.0000000,6447.56,6447.57,35.06345081,3.20656542
2018-11-08T04:09:43.0000000,6447.56,6447.57,34.95381612,3.20656542
2018-11-08T04:09:43.0000000,6447.56,6447.57,34.95381612,3.20656542
2018-11-08T04:09:43.0000000,6447.56,6447.57,34.95381612,3.27656542
2018-11-08T04:09:43.0000000,6447.56,6447.57,34.95381612,3.24570031
2018-11-08T04:09:43.0000000,6447.56,6447.57,34.95381612,3.24570031
2018-11-08T04:09:44.0000000,6447.56,6447.57,34.95381612,3.17570031
2018-11-08T04:09:45.0000000,6447.56,6447.57,35.39381612,3.17570031
2018-11-08T04:09:45.0000000,6447.56,6447.57,34.95381612,3.17570031
2018-11-08T04:09:45.0000000,6447.56,6447.57,34.95381612,3.24570031
2018-11-08T04:09:46.0000000,6447.56,6447.57,34.92381612,3.24570031
2018-11-08T04:09:47.0000000,6447.56,6447.57,34.92381612,3.23086036
2018-11-08T04:09:47.0000000,6447.56,6447.57,34.92381612,3.23086036
2018-11-08T04:09:47.0000000,6447.56,6447.57,32.92381612,3.23086036
2018-11-08T04:09:48.0000000,6447.56,6447.57,32.92381612,3.20860044
2018-11-08T04:09:48.0000000,6447.56,6447.57,32.92381612,3.20860044
2018-11-08T04:09:50.0000000,6447.56,6447.57,32.92381612,3.2065155
2018-11-08T04:09:50.0000000,6447.56,6447.57,32.92381612,3.2065155
2018-11-08T04:09:53.0000000,6447.56,6447.57,32.86634612,3.2065155
2018-11-08T04:09:53.0000000,6447.56,6447.57,32.86634612,3.2065155
2018-11-08T04:09:55.0000000,6447.56,6447.57,33.43929512,3.2065155
2018-11-08T04:09:55.0000000,6447.56,6447.57,32.86634612,3.2065155
2018-11-08T04:09:56.0000000,6447.56,6447.57,32.86634612,3.17683406
2018-11-08T04:09:56.0000000,6447.56,6447.57,32.86634612,3.17683406
2018-11-08T04:09:58.0000000,6447.56,6447.57,30.36634612,3.17683406
2018-11-08T04:09:59.0000000,6447.56,6447.57,32.86634612,3.17683406
2018-11-08T04:09:59.0000000,6447.56,6447.57,32.86634612,1.40983406
2018-11-08T04:09:59.0000000,6447.56,6447.57,32.86634612,1.94383406
2018-11-08T04:10:00.0000000,6447.56,6447.57,32.87151552,1.94383406
2018-11-08T04:10:00.0000000,6447.56,6447.57,30.37151552,1.94383406
2018-11-08T04:10:00.0000000,6447.56,6447.57,32.37151552,1.94383406
2018-11-08T04:10:00.0000000,6447.56,6447.57,34.87151552,1.94383406
2018-11-08T04:10:01.0000000,6447.56,6447.57,34.87151552,1.40983406
2018-11-08T04:10:01.0000000,6447.56,6447.57,34.86781552,1.40983406
2018-11-08T04:10:01.0000000,6447.56,6447.57,34.86781552,1.40983406
2018-11-08T04:10:01.0000000,6447.56,6447.57,34.86781552,1.56883406
2018-11-08T04:10:01.0000000,6447.56,6447.57,34.86503552,1.56883406
2018-11-08T04:10:01.0000000,6447.56,6447.57,34.86503552,1.56883406
2018-11-08T04:10:02.0000000,6447.56,6447.57,34.86503552,1.40983406
2018-11-08T04:10:02.0000000,6447.56,6447.57,34.86503552,1.56183406
2018-11-08T04:10:02.0000000,6447.56,6447.57,34.86503552,1.55411778
2018-11-08T04:10:02.0000000,6447.56,6447.57,34.86503552,1.55411778
2018-11-08T04:10:04.0000000,6447.56,6447.57,34.86503552,1.40211778
2018-11-08T04:10:04.0000000,6447.56,6447.57,34.86503552,1.43711778
2018-11-08T04:10:05.0000000,6447.56,6447.57,34.86503552,1.40211778
2018-11-08T04:10:05.0000000,6447.56,6447.57,34.86503552,1.33211778
2018-11-08T04:10:05.0000000,6447.56,6447.57,34.86503552,1.40211778
2018-11-08T04:10:05.0000000,6447.56,6447.57,34.86503552,1.33211778
2018-11-08T04:10:06.0000000,6447.56,6447.57,34.86503552,1.31853404
2018-11-08T04:10:06.0000000,6447.56,6447.57,34.86503552,1.31853404
2018-11-08T04:10:06.0000000,6447.56,6447.57,34.86503552,1.38853404
2018-11-08T04:10:06.0000000,6447.56,6447.57,34.86503552,1.31853404
2018-11-08T04:10:06.0000000,6447.56,6447.57,34.86503552,1.38853404
2018-11-08T04:10:06.0000000,6447.56,6447.57,34.86503552,1.31853404
2018-11-08T04:10:07.0000000,6447.56,6447.57,34.86503552,1.2628827
2018-11-08T04:10:07.0000000,6447.56,6447.57,34.86503552,1.2628827
2018-11-08T04:10:07.0000000,6447.56,6447.57,35.30503552,1.2628827
2018-11-08T04:10:07.0000000,6447.56,6447.57,35.30503552,1.20352137
2018-11-08T04:10:07.0000000,6447.56,6447.57,35.30503552,1.20352137
2018-11-08T04:10:08.0000000,6447.56,6447.57,34.86503552,1.20352137
2018-11-08T04:10:09.0000000,6447.56,6447.57,34.86503552,1.27352137
2018-11-08T04:10:16.0000000,6447.56,6447.57,34.78709711,1.27352137
2018-11-08T04:10:16.0000000,6447.56,6447.57,34.78709711,1.27352137
2018-11-08T04:10:19.0000000,6447.56,6447.57,34.78709711,1.20352137
2018-11-08T04:10:19.0000000,6447.56,6447.57,34.78709711,0.52482
2018-11-08T04:10:19.0000000,6447.56,6447.57,34.78709711,0.52482
2018-11-08T04:10:19.0000000,6447.56,6447.57,34.78709711,0.48778
2018-11-08T04:10:19.0000000,6447.56,6447.57,34.78709711,0.46
2018-11-08T04:10:19.0000000,6447.56,6447.57,34.78709711,0
2018-11-08T04:10:19.0000000,6447.56,6447.64,34.78709711,0
2018-11-08T04:10:19.0000000,6447.56,6447.64,32.78709711,0
2018-11-08T04:10:19.0000000,6447.56,6447.64,25.28709711,0
2018-11-08T04:10:19.0000000,6447.56,6447.64,24.28709711,0
2018-11-08T04:10:19.0000000,6447.56,6447.64,24.28192771,0
2018-11-08T04:10:19.0000000,6447.56,6447.64,24.28192771,0
2018-11-08T04:10:20.0000000,6447.56,6447.64,16.91197702,0
2018-11-08T04:10:20.0000000,6447.56,6447.64,16.91197702,0.8
2018-11-08T04:10:20.0000000,6447.56,6447.64,16.91197702,0
2018-11-08T04:10:20.0000000,6447.9,6447.91,16.91197702,0
2018-11-08T04:10:20.0000000,6447.9,6447.91,20.91516912,0
2018-11-08T04:10:20.0000000,6447.9,6447.91,21.35516912,0
2018-11-08T04:10:21.0000000,6447.9,6447.91,20.91516912,0
2018-11-08T04:10:21.0000000,6447.9,6447.91,20.61016912,0
2018-11-08T04:10:21.0000000,6447.9,6447.91,20.61016912,0
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.00016912,0
2018-11-08T04:10:21.0000000,6447.9,6447.91,20.85546088,0
2018-11-08T04:10:21.0000000,6447.9,6447.91,20.85546088,0
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.16046088,0
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.16046088,2.22
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.16046088,2.25704
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.01046088,2.25704
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.01046088,2.25704
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.15516912,2.25704
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.15516912,2.2322249
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.15516912,2.2322249
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.15516912,2.10704
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.30516912,2.10704
2018-11-08T04:10:21.0000000,6447.9,6447.91,21.30516912,2.13482
2018-11-08T04:10:21.0000000,6447.9,6447.91,18.80516912,2.13482
2018-11-08T04:10:21.0000000,6447.9,6447.91,18.88516912,2.13482
2018-11-08T04:10:22.0000000,6447.9,6447.91,21.38516912,2.13482
2018-11-08T04:10:22.0000000,6447.9,6447.91,21.38516912,2.06482
2018-11-08T04:10:22.0000000,6447.9,6447.91,21.30516912,2.06482
2018-11-08T04:10:22.0000000,6447.9,6447.91,21.30516912,2.01055043
2018-11-08T04:10:22.0000000,6447.9,6447.91,21.30516912,2.01055043
2018-11-08T04:10:23.0000000,6447.9,6447.91,21.30516912,2.00915996
2018-11-08T04:10:23.0000000,6447.9,6447.91,21.30516912,2.00915996
2018-11-08T04:10:29.0000000,6447.9,6447.91,21.30516912,1.98690004
2018-11-08T04:10:29.0000000,6447.9,6447.91,21.30516912,1.98690004
2018-11-08T04:10:30.0000000,6447.9,6447.91,21.6566177,1.98690004
2018-11-08T04:10:31.0000000,6447.9,6447.91,22.0966177,1.98690004
2018-11-08T04:10:31.0000000,6447.9,6447.91,22.0966177,2.05690004
2018-11-08T04:10:31.0000000,6447.9,6447.91,21.6566177,2.05690004
2018-11-08T04:10:31.0000000,6447.9,6447.91,20.64632594,2.05690004
2018-11-08T04:10:31.0000000,6447.9,6447.91,20.64632594,2.05690004
2018-11-08T04:10:31.0000000,6447.9,6447.91,20.1589521,2.05690004
2018-11-08T04:10:31.0000000,6447.9,6447.91,20.1589521,2.05690004
2018-11-08T04:10:32.0000000,6447.9,6447.91,20.1589521,1.98690004
2018-11-08T04:10:33.0000000,6447.9,6447.91,20.1589521,1.97132066
2018-11-08T04:10:33.0000000,6447.9,6447.91,20.1589521,1.97132066
2018-11-08T04:10:33.0000000,6447.9,6447.91,20.1589521,2.04132066
2018-11-08T04:10:33.0000000,6447.9,6447.91,20.5989521,2.04132066
2018-11-08T04:10:33.0000000,6447.9,6447.91,21.60924386,2.04132066
2018-11-08T04:10:33.0000000,6447.9,6447.91,21.60924386,1.97132066
2018-11-08T04:10:33.0000000,6447.9,6447.91,21.16924386,1.97132066
2018-11-08T04:10:34.0000000,6447.9,6447.91,21.60924386,1.97132066
2018-11-08T04:10:34.0000000,6447.9,6447.91,21.16924386,1.97132066
2018-11-08T04:10:35.0000000,6447.9,6447.91,21.60924386,1.97132066
2018-11-08T04:10:35.0000000,6447.9,6447.91,21.16924386,1.97132066
2018-11-08T04:10:35.0000000,6447.9,6447.91,21.60924386,1.97132066
2018-11-08T04:10:35.0000000,6447.9,6447.91,21.16924386,1.97132066
2018-11-08T04:10:35.0000000,6447.9,6447.91,21.60924386,1.97132066
2018-11-08T04:10:35.0000000,6447.9,6447.91,21.16924386,1.97132066
2018-11-08T04:10:35.0000000,6447.9,6447.91,21.17124386,1.97132066
2018-11-08T04:10:36.0000000,6447.9,6447.91,21.61124386,1.97132066
2018-11-08T04:10:36.0000000,6447.9,6447.91,21.17124386,1.97132066
2018-11-08T04:10:38.0000000,6447.9,6447.91,21.17124386,2.04132066
2018-11-08T04:10:38.0000000,6447.9,6447.91,18.67124386,2.04132066
2018-11-08T04:10:39.0000000,6447.9,6447.91,21.17124386,2.04132066
2018-11-08T04:10:41.0000000,6447.9,6447.91,21.17124386,2.03375293
2018-11-08T04:10:41.0000000,6447.9,6447.91,21.17124386,2.03375293
2018-11-08T04:10:41.0000000,6447.9,6447.91,21.17124386,2.03089651
2018-11-08T04:10:41.0000000,6447.9,6447.91,21.17124386,2.03089651
2018-11-08T04:10:41.0000000,6447.9,6447.91,21.16754386,2.03089651
2018-11-08T04:10:41.0000000,6447.9,6447.91,21.16754386,2.03089651
2018-11-08T04:10:42.0000000,6447.9,6447.91,21.16476386,2.03089651
2018-11-08T04:10:42.0000000,6447.9,6447.91,21.16476386,2.03089651
2018-11-08T04:10:42.0000000,6447.9,6447.91,21.16476386,2.02111957
2018-11-08T04:10:42.0000000,6447.9,6447.91,21.16476386,2.02111957
2018-11-08T04:10:44.0000000,6447.9,6447.91,21.16476386,1.95111957
2018-11-08T04:10:46.0000000,6447.9,6447.91,21.16476386,2.02111957
2018-11-08T04:10:46.0000000,6447.9,6447.91,21.16476386,1.95111957
2018-11-08T04:10:47.0000000,6447.9,6447.91,21.16476386,2.02111957
2018-11-08T04:10:47.0000000,6447.9,6447.91,21.16476386,1.95111957
2018-11-08T04:10:48.0000000,6447.9,6447.91,21.18027278,1.95111957
2018-11-08T04:10:48.0000000,6447.9,6447.91,21.18027278,2.02111957
2018-11-08T04:10:49.0000000,6447.9,6447.91,21.30279329,2.02111957
2018-11-08T04:10:50.0000000,6447.9,6447.91,21.30279329,1.95111957
2018-11-08T04:10:51.0000000,6447.9,6447.91,21.30379329,1.95111957
2018-11-08T04:10:51.0000000,6447.9,6447.91,21.74379329,1.95111957
2018-11-08T04:10:51.0000000,6447.9,6447.91,21.30379329,1.95111957
2018-11-08T04:10:53.0000000,6447.9,6447.91,21.74379329,1.95111957
2018-11-08T04:10:53.0000000,6447.9,6447.91,21.74379329,1.9500378
2018-11-08T04:10:53.0000000,6447.9,6447.91,21.74379329,1.9500378
2018-11-08T04:10:55.0000000,6447.9,6447.91,21.30379329,1.9500378
2018-11-08T04:10:55.0000000,6447.9,6447.91,19.56935374,1.9500378
2018-11-08T04:10:55.0000000,6447.9,6447.91,19.56935374,1.9500378
2018-11-08T04:10:55.0000000,6447.9,6447.91,19.56935374,1.06482
2018-11-08T04:10:55.0000000,6447.9,6447.91,19.56935374,1.06482
2018-11-08T04:10:55.0000000,6447.9,6447.91,19.56935374,0.06482
2018-11-08T04:10:55.0000000,6447.9,6447.91,19.56935374,0.02778
2018-11-08T04:10:55.0000000,6447.9,6447.91,19.56935374,0
2018-11-08T04:10:55.0000000,6447.9,6448,19.56935374,0
2018-11-08T04:10:55.0000000,6447.9,6448,19.56935374,3.08368304
2018-11-08T04:10:55.0000000,6447.9,6448,19.56935374,3.0824442
2018-11-08T04:10:55.0000000,6447.9,6448,19.56935374,3.0814442
2018-11-08T04:10:55.0000000,6447.9,6448,19.56935374,2.15674716
2018-11-08T04:10:55.0000000,6447.9,6448,19.56935374,2.15674716
2018-11-08T04:10:55.0000000,6447.9,6448,19.17935374,2.15674716
2018-11-08T04:10:55.0000000,6447.9,6448,18.87435374,2.15674716
2018-11-08T04:10:55.0000000,6447.9,6448,17.86406198,2.15674716
2018-11-08T04:10:55.0000000,6447.9,6448,17.71406198,2.15674716
2018-11-08T04:10:55.0000000,6447.9,6448,17.56935374,2.15674716
2018-11-08T04:10:55.0000000,6447.9,6448,12.29764713,2.15674716
2018-11-08T04:10:55.0000000,6447.9,6448,12.29247801,2.15674716
2018-11-08T04:10:55.0000000,6447.9,6448,11.29247801,2.15674716
2018-11-08T04:10:55.0000000,6447.9,6448,11.29247801,3.15674716
2018-11-08T04:10:56.0000000,6447.9,6448,3.99247801,3.15674716
2018-11-08T04:10:58.0000000,6447.9,6448,3.99247801,3.14872111
2018-11-08T04:10:58.0000000,6447.99,6448,3.99247801,3.14872111
2018-11-08T04:10:59.0000000,6447.99,6448,3.99247801,3.29872111
2018-11-08T04:11:00.0000000,6447.99,6448,3.99247801,3.28288187
