topBid,topAsk,bidVol,askVol
6545,6545.01,7.0537857,15.86053782
6545,6545.01,6.1167857,15.86053782
6545,6545.01,7.0537857,15.86053782
6545,6545.01,6.1167857,15.86053782
6545,6545.01,7.0537857,15.86053782
6545,6545.01,7.0537857,15.86053782
6545,6545.01,6.1167857,15.86053782
6545,6545.01,7.0537857,15.86053782
6545,6545.01,6.1167857,15.86053782
6545,6545.01,6.1067857,15.86053782
6545,6545.01,6.0867857,15.86053782
6545,6545.01,6.0367857,15.86053782
6545,6545.01,6.03502134,15.86053782
6545,6545.01,6.03502134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,6.92202134,15.86053782
6545,6545.01,5.98502134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,5.98271134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,6.91971134,15.86053782
6545,6545.01,6.91971134,14.84942068
6545,6545.01,6.91971134,14.84942068
6545,6545.01,11.91971134,14.84942068
6545,6545.01,11.91971134,14.79869197
6545,6545.01,11.91971134,14.79869197
6545,6545.01,11.91971134,14.79511779
6545,6545.01,11.91971134,14.79511779
6545,6545.01,11.92071244,14.79511779
6545,6545.01,11.92071244,14.78049878
6545,6545.01,11.92071244,14.78049878
6545,6545.01,10.92071244,14.78049878
6545,6545.01,10.92071244,15.78049878
6545,6545.01,10.92071244,14.78049878
6545,6545.01,11.92071244,14.78049878
6545,6545.01,11.92071244,14.75857026
6545,6545.01,11.92071244,14.75857026
6545,6545.01,11.92071244,14.70009268
6545,6545.01,11.92071244,14.70009268
6545,6545.01,11.92071244,14.68547367
6545,6545.01,11.92071244,14.68547367
6545,6545.01,11.92071244,14.2392304
6545,6545.01,11.93071244,14.2392304
6545,6545.01,11.98071244,14.2392304
6545,6545.01,12.03071244,14.2392304
6545,6545.01,12.04071244,14.2392304
6545,6545.01,12.04071244,14.22388013
6545,6545.01,12.04071244,14.22388013
6545,6545.01,12.00716321,14.22388013
6545,6545.01,11.94741244,14.22388013
6545,6545.01,11.94741244,14.22388013
6545,6545.01,11.93741244,14.22388013
6545,6545.01,11.92741244,14.22388013
6545,6545.01,11.91741244,14.22388013
6545,6545.01,11.91741244,14.20913189
6545,6545.01,11.91741244,14.20913189
6545,6545.01,11.86741244,14.20913189
6545,6545.01,11.82741244,14.20913189
6545,6545.01,11.82741244,14.20913189
6545,6545.01,11.83741244,14.20913189
6545,6545.01,11.88741244,14.20913189
6545,6545.01,11.93741244,14.20913189
6545,6545.01,11.94741244,14.20913189
6545,6545.01,11.93741244,14.20913189
6545,6545.01,11.92741244,14.20913189
6545,6545.01,11.91741244,14.20913189
6545,6545.01,11.86741244,14.20913189
6545,6545.01,11.81741244,14.20913189
6545,6545.01,11.81741244,14.20259317
6545,6545.01,11.81741244,14.20259317
6545,6545.01,11.81741244,14.16531286
6545,6545.01,11.81741244,14.16531286
6545,6545.01,13.62278929,14.16531286
6545,6545.01,13.67278929,14.16531286
6545,6545.01,13.67047929,14.16531286
6545,6545.01,13.67047929,14.16531286
6545,6545.01,13.72047929,14.16531286
6545,6545.01,13.75047929,14.16531286
6545,6545.01,13.72047929,14.16531286
6545,6545.01,13.67047929,14.16531286
6545,6545.01,13.62047929,14.16531286
6545,6545.01,13.43096128,14.16531286
6545,6545.01,13.64377436,14.16531286
6545,6545.01,13.59587436,14.16531286
6545,6545.01,13.59587436,14.16531286
6545,6545.01,13.59587436,13.95559782
6545,6545.01,13.59587436,13.45202364
6545,6545.01,13.59587436,13.45202364
6545,6545.01,13.59933027,13.45202364
6545,6545.01,13.60933027,13.45202364
6545,6545.01,13.63933027,13.45202364
6545,6545.01,13.68933027,13.45202364
6545,6545.01,13.72933027,13.45202364
6545,6545.01,13.68933027,13.45202364
6545,6545.01,13.64933027,13.45202364
6545,6545.01,13.59933027,13.45202364
6545,6545.01,13.60933027,13.45202364
6545,6545.01,13.63933027,13.45202364
6545,6545.01,13.62933027,13.45202364
6545,6545.01,13.59933027,13.45202364
6545,6545.01,13.59933027,13.45052364
6545,6545.01,13.59933027,13.45052364
6545,6545.01,13.63933027,13.45052364
6545,6545.01,13.68933027,13.45052364
6545,6545.01,13.68702027,13.45052364
6545,6545.01,13.68702027,13.45052364
6545,6545.01,13.68702027,13.4205726
6545,6545.01,13.68702027,13.4205726
6545,6545.01,8.68702027,13.4205726
6545,6545.01,8.68702027,14.3615726
6545,6545.01,8.68702027,14.3615726
6545,6545.01,7.75002027,14.3615726
6545,6545.01,8.68702027,14.3615726
6545,6545.01,7.75002027,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,8.68356436,13.4205726
6545,6545.01,13.68356436,13.4205726
6545,6545.01,12.74656436,13.4205726
6545,6545.01,7.74656436,13.4205726
6545,6545.01,8.68356436,13.4205726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
6545,6545.01,8.68356436,14.3615726
6545,6545.01,7.74656436,14.3615726
